Year,NOC,Gold_rate,Silver_rate,Bronze_rate,Host,SWA,DIV,OWS,SWM,WPO,ARC,ATH,BK3,BOX,BKG,CSL,BMF,BMX,MTB,CRD,CTR,EDR,EVE,EJP,FEN,HOC,FBL,GLF,GAR,GRY,GTR,HBL,JUD,MPN,ROW,RU7,SAL,SHO,SKB,CLB,SRF,TTE,TRI,VBV,WLF,WRF,WRG
1996,DEN,0.014760147601476014,0.003663003663003663,0.003355704697986577,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.8928571428571429,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,DEN,0.006666666666666667,0.01,0.0030581039755351682,0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.42857142857142855,0.0,0.9545454545454546,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,DEN,0.006644518272425249,0.0033333333333333335,0.015384615384615385,0,0.0,0.0,0.0,0.0,0.0,0.0,0.05434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.7380952380952381,0.0,0.36363636363636365,0.0392156862745098,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0
2008,DEN,0.006622516556291391,0.006600660066006601,0.0084985835694051,0,0.0,0.0,0.0,0.03125,0.0,0.0,0.014184397163120567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.5454545454545454,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0
2012,DEN,0.006600660066006601,0.013114754098360656,0.008522727272727272,0,0.0,0.0,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.7857142857142857,0.0,0.26666666666666666,0.06666666666666667,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0
2016,DEN,0.006535947712418301,0.019543973941368076,0.019498607242339833,0,0.0,0.0,0.0,0.11458333333333334,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,17.25,0.0,0.0,0.9047619047619048,0.0,0.5166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111
2020,DEN,0.008823529411764706,0.011834319526627219,0.009950248756218905,0,0.0,0.0,0.0,0.04761904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,15.083333333333334,0.0,0.0,0.14285714285714285,0.0,0.3,0.04444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,DEN,0.006097560975609756,0.0061162079510703364,0.013020833333333334,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,30.083333333333336,0.0,0.0,0.03571428571428571,0.0,0.25,0.04444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
1964,NED,0.016260162601626018,0.03508771929824561,0.03305785123966942,0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,1.2857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1968,NED,0.020689655172413793,0.021739130434782608,0.006578947368421052,0,0.0,0.0,0.0,0.1724137931034483,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1972,NED,0.020689655172413793,0.005952380952380952,0.005319148936170213,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1976,NED,0.0,0.012658227848101266,0.016574585635359115,0,0.0,0.0,0.0,0.038461538461538464,7.833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,NED,0.010752688172043012,0.009852216748768473,0.022935779816513763,0,0.0,0.0,0.0,0.3225806451612903,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,NED,0.009302325581395349,0.0273972602739726,0.026022304832713755,0,0.0,0.0,0.0,0.12903225806451613,0.0,0.0,0.06976744186046512,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,5.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.2857142857142857,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,NED,0.014760147601476014,0.018315018315018316,0.03355704697986577,0,0.0,0.0,0.0,0.10416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.166666666666666,0.0,1.75,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.17857142857142858,0.0,1.869047619047619,0.0,0.2833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,NED,0.04,0.03,0.012232415902140673,0,0.0,0.0,0.0,0.6354166666666666,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.833333333333333,0.0,3.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,2.0595238095238098,0.0,0.21212121212121213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,NED,0.013289036544850499,0.03,0.027692307692307693,0,0.0,0.0,0.0,0.7395833333333333,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.75,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2976190476190476,0.0,1.9761904761904763,0.0,0.1212121212121212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,NED,0.023178807947019868,0.0165016501650165,0.0113314447592068,0,0.0,0.0,0.0,0.796875,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.6666666666666665,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.47619047619047616,0.0,1.476190476190476,0.0,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,NED,0.019801980198019802,0.019672131147540985,0.022727272727272728,0,0.0,0.0,0.0,0.4635416666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.5,0.0,3.1666666666666665,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.20238095238095236,0.0,0.8333333333333334,0.0,0.8666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NED,0.026143790849673203,0.02280130293159609,0.011142061281337047,0,0.0,0.0,0.0,0.359375,0.0,0.0,0.02127659574468085,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.11904761904761904,0.0,1.2261904761904763,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020,NED,0.029411764705882353,0.03550295857988166,0.03482587064676617,0,0.0,0.0,1.75,0.2476190476190476,0.0,0.8,0.3993055555555555,0.0,0.11538461538461539,0.0,0.0,0.0,1.4166666666666665,0.0,2.25,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.17857142857142858,0.0,0.0,0.0,0.06666666666666667,0.0,2.047619047619048,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
2024,NED,0.04573170731707317,0.021406727828746176,0.03125,0,0.5,0.0,1.25,0.08571428571428572,5.0,0.2,0.6631944444444445,4.5,0.0,0.0,0.0,0.0,1.25,0.0,0.16666666666666666,0,0.0,0.0,0.5,0.0,0,0.0,0.5,0.07142857142857142,0.0,0.0,0.0,0.03333333333333333,0.0,3.988095238095238,0.0,0.8666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1964,FIN,0.024390243902439025,0.0,0.01652892561983471,0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23809523809523808,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875
1968,FIN,0.006896551724137931,0.014492753623188406,0.006578947368421052,0,0.0,0.0,0.0,0.0,0.0,0.0,0.06944444444444445,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2380952380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.0,0.0
1972,FIN,0.020689655172413793,0.005952380952380952,0.02127659574468085,0,0.0,0.0,0.0,0.0,0.0,0.5,0.24122807017543857,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.03333333333333333
1976,FIN,0.026845637583892617,0.012658227848101266,0.0,0,0.0,0.0,0.0,0.0,0.0,0.25,0.22972972972972974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
1988,FIN,0.005376344086021506,0.0049261083743842365,0.009174311926605505,0,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
1992,FIN,0.004651162790697674,0.0091324200913242,0.007434944237918215,0,0.0,0.0,0.0,0.03225806451612903,0.0,1.0,0.03488372093023256,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
1996,FIN,0.0036900369003690036,0.007326007326007326,0.003355704697986577,0,0.0,0.0,0.0,0.046875,0.0,0.41666666666666663,0.06439393939393939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666
2000,FIN,0.006666666666666667,0.0033333333333333335,0.0030581039755351682,0,0.0,0.0,0.0,0.020833333333333332,0.0,0.16666666666666666,0.03260869565217391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4090909090909091,0.0392156862745098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875
2004,FIN,0.0,0.006666666666666667,0.0,0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.1568627450980392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285
2008,FIN,0.0033112582781456954,0.0033003300330033004,0.0056657223796034,0,0.0,0.0,0.0,0.0,0.0,0.0,0.010638297872340425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.31111111111111106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,FIN,0.0,0.006557377049180328,0.002840909090909091,0,0.0,0.0,0.0,0.0,0.0,0.0,0.028368794326241134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,FIN,0.0,0.0,0.002785515320334262,0,0.0,0.0,0.0,0.0,0.0,0.0,0.017730496453900707,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,FIN,0.0,0.0,0.004975124378109453,0,0.0,0.0,0.0,0.009523809523809523,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,FIN,0.0,0.0,0.0,0,0.0,0.0,0.0,0.009523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1964,NOR,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1968,NOR,0.006896551724137931,0.007246376811594203,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1972,NOR,0.013793103448275862,0.005952380952380952,0.005319148936170213,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0
1976,NOR,0.006711409395973154,0.006329113924050633,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0
1988,NOR,0.010752688172043012,0.014778325123152709,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.5714285714285714,0.0,0.5,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
1992,NOR,0.009302325581395349,0.0182648401826484,0.0037174721189591076,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.5,0.0,0.4,0.19230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
1996,NOR,0.007380073800738007,0.007326007326007326,0.010067114093959731,0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,8.0,0.0,0.0,0.0,0.0,3.1666666666666665,0.0,0.0,0.2857142857142857,0.0,0.25,0.04444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
2000,NOR,0.013333333333333334,0.01,0.009174311926605505,0,0.0,0.0,0.0,0.0,0.0,0.0,0.09420289855072463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,23.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.3095238095238095,0.0,0.16666666666666666,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,NOR,0.016611295681063124,0.0,0.003076923076923077,0,0.0,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11904761904761905,0.0,0.16666666666666666,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,NOR,0.009933774834437087,0.0165016501650165,0.0028328611898017,0,0.0,0.0,0.0,0.0625,0.0,0.0,0.09219858156028368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.75,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.19047619047619047,0.0,0.09090909090909091,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,NOR,0.006600660066006601,0.003278688524590164,0.002840909090909091,0,0.0,0.0,0.0,0.015625,0.0,0.0,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.2,0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NOR,0.0,0.0,0.011142061281337047,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,11.666666666666666,0.0,0.0,0.20238095238095236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555
